fn,words,first500
Indobit-A-NYT2016_1001-1855-170.txt,"[""designer"", ""fashion designer""]","
 James Galanos, a fashion designer who spent decades dressing America's social
 elite, most notably Nancy Reagan, died on Sunday at his home in West Hollywood,
 Calif. He was 92.
 His death was confirmed by Rosina Rucci, the sister of Mr. Galanos's friend and
 fellow designer Ralph Rucci.
 During his long career, Mr. Galanos (pronounced with the accent on the first
 syllable) earned the most accolades his industry had to offer, including several
 Coty Awards (he was the youngest designer to win"
Indobit-A-NYT2003 - April 1 - June 30-71.txt,"[""business magnate"", ""entrepreneur"", ""businessperson""]","
 J. Paul Getty Jr., the remote American-born heir to an oil fortune who made
 Britain his home and beneficiary, died yesterday in London. He was 70.
 Mr. Getty was admitted to the private London Clinic on Monday and was being
 treated for a recurrent chest infection, the Associated Press reported.
 Often in the public eye as a hedonistic young man, then long out of view as an
 older and retiring benefactor, Mr. Getty inherited the riches that flowed from
 his father's oil business. He came to b"
Indobit-A-NYT1992_1-500-24.txt,"[""musical theatre actor"", ""film actor"", ""performer"", ""television actor"", ""artist"", ""stage actor"", ""musician"", ""actor""]","
 Mr. Gallagher was an executive at the stock brokerage company of Merrill Lynch
 for 32 years and a former member of the New York Stock Exchange's Board of
 Governors.
 He was born in Brooklyn, was a graduate of Columbia University and served in the
 Merchant Marine during World War II.
 At Merrill Lynch he began as a trainee in 1948 and eventually rose to become a
 senior vice president and a director of the company from 1967 to 1972 and its
 head floor broker in the stock exchange from 1973 t"
Indobit-A-NYT2006_501-1000-127.txt,"[""politician""]","
 Bill Lamb, a key member of the team that founded New York's public television
 station Channel 13 and the station's director of production for programs that
 included ''Nature'' and ''Great Performances,'' died on Saturday in Los Angeles.
 He was 76.
 The cause was complications after a stroke, said Marcie Setlow, Mr. Lamb's
 companion.
 In 1962, when a group of philanthropists and business leaders took over what had
 been a commercial station showing mostly cartoons and westerns, Mr. Lamb was"
Indobit-A-NYT2014_1001-1458-98.txt,"[""politician""]","
 Kathleen O'Keefe, a founder of The Phnom Penh Post, Cambodia's first independent
 newspaper, as the country began to emerge from decades of violence, died on Dec.
 1 in Arlington, Mass. She was 54.
 The cause was cancer, her husband, Jason Barber, said.
 Founded in 1992, The Post, an English-language newspaper, introduced the concept
 of accurate, objective journalism to a country still in turmoil, and was a
 cornerstone of efforts to help Cambodia become a stable nation with
 international st"
Indobit-A-NYT2005 - July 1 - Sep 30-13.txt,"[""writer""]","
 Brian C. Pohanka, whose passion for the Civil War led him to a prominent role in
 starting the recent movement to preserve Civil War battlefields, died on June 15
 at his home in Alexandria, Va. He was 50.
 The cause was melanoma, said his wife, Marylynne, who is known as Cricket.
 In 1987, Mr. Pohanka, an enthusiastic, well-costumed re-enactor of battles,
 convened some of the first meetings of the Association for the Preservation of
 Civil War Sites, a group that became the Civil War Preserv"
Indobit-A-NYT1983 - Jan 1 - March 31-367.txt,"[""artist"", ""performer"", ""dancer""]","
 Marjorie Mazia Guthrie, who began her career as a dancer but who, in the last 15
 years of her life, devoted herself to creating an awareness of Huntington's
 chorea - a disease that killed her husband, the folk singer Woody Guthrie - died
 of cancer at her home yesterday. She was 65 years old, and lived in Manhattan.
 At the end of her life, Mrs. Guthrie was working on a plan, through the
 foundation named for her husband, to establish a neurologic wing for research
 and care at the Helen Hay"
Indobit-A-NYT1999 - Oct 1 - Dec 31-192.txt,"[""journalist"", ""non-fiction writer"", ""writer""]","
 Jacobo Timerman, the distinguished Argentine journalist whose imprisonment and
 torture by his country's military forces in the 1970's created an international
 human rights furor, died yesterday at his home in Buenos Aires. He was 76.
 The cause of death was a heart attack, his second this year, The Associated
 Press reported, quoting his son Hector.
 After he was driven into exile in 1979, Mr. Timerman wrote eloquently of his
 30-month ordeal in secret prisons and under house arrest in ""Pris"
Indobit-A-NYT2007 - Jan 1 - March 31-262.txt,"[""film actor"", ""performer"", ""television actor"", ""artist"", ""stage actor"", ""actor""]"," LONDON, March 14
 Gareth Hunt, a British actor best known as the secret agent Mike Gambit on the
 1970s spy series ''The New Avengers,'' died early Wednesday at his home south of
 London. He was 65.
 Mr. Hunt died after fighting pancreatic cancer for two years, said his agent,
 Alexandra McLean-Williams.
 Born in London, Mr. Hunt joined the merchant navy at 15 and spent six years at
 sea before studying acting; he later appeared with the Royal Shakespeare
 Company.
 He first gained attention pl"
Indobit-A-NYT2007 - July 1 - Sep 30-87.txt,"[""manager"", ""theatre director"", ""screenwriter"", ""director"", ""artist"", ""writer""]","
 Ingmar Bergman, the master filmmaker who found bleakness and despair as well as
 comedy and hope in his indelible explorations of the human condition, died
 yesterday at his home on the island of Faro, off the Baltic coast of Sweden. He
 was 89.
 His death was announced by the Ingmar Bergman Foundation.
 Mr. Bergman was widely considered one of the greatest directors in motion
 picture history. For much of the second half of the 20th century, he stood with
 directors like Federico Fellini and "
Indobit-A-NYT1998_1-500-22.txt,"[""composer"", ""singer"", ""artist"", ""voice actor"", ""musician"", ""actor"", ""vocalist""]"," DALLAS, Jan. 5
 John Gary, whose lyrical baritone made him a popular balladeer during the 1960's
 and 70's, died of cancer on Sunday. He was 65 and lived in Richardson, a Dallas
 suburb.
 Mr. Gary, a native of Watertown, N.Y., performed with Ken Murray's ""Blackouts,""
 a revue in Hollywood, while a teen-ager. After serving in the Marine Corps, he
 became a regular on Don McNeill's ""Breakfast Club"" Chicago radio show, which
 thrived before television.
 After his first album, ""Catch a Rising Star,"
Indobit-A-NYT2004_501-1000-290.txt,"[""naturalist"", ""chemist"", ""interdisciplinary scientist"", ""researcher"", ""biologist"", ""biochemist"", ""scientist""]","
 Sune Karl Bergstrom, a biochemist who shared the 1982 Nobel Prize in Medicine
 for unraveling the secrets of prostaglandins, a family of hormones with a wide
 array of biological functions, died on Sunday in his native Sweden. He was 88.
 The cause was a long illness, said news reports from Stockholm, citing family
 sources.
 Dr. Bergstrom, long associated with the Swedish Karolinska Institute of
 medicine, pioneered the investigation of prostaglandins, mistakenly so named in
 the 1930's when "
Indobit-A-NYT2001 - April 1 - June 30-280.txt,"[""politician""]"," HARARE, Zimbabwe, June 4
 Chenjerai Hunzvi, who as leader of Zimbabwe war veterans carried out violent
 occupations of white-owned farms, died today in the main hospital here, state
 radio reported. He was 51.
 The report quoted an aide to Mr. Hunzvi, Andrew Ndlovu, as saying Mr. Hunzvi
 died this morning. No details were given. Members of Mr. Hunzvi's National
 Liberation War Veterans Association had stood vigil outside the coronary care
 unit at Parirenyatwa Hospital.
 Mr. Hunzvi, a member of"
Indobit-A-NYT2009 - Oct 1 - Dec 31-147.txt,"[""priest"", ""cleric"", ""religious servant"", ""academic"", ""teacher"", ""university teacher"", ""educator"", ""faculty member""]"," BELGRADE, Serbia
 Patriarch Pavle, the head of the Serbian Orthodox Church who called for peace
 and conciliation during the Balkan ethnic wars of the 1990s but failed to openly
 condemn extreme Serb nationalism, died Sunday. He was 95.
 There have been reports of an internal struggle over who would succeed the
 patriarch, a respected theologian and linguist known for personal humility and
 modesty. The favorite is influential Bishop Amfilohije, a hard-liner known for
 his anti-Western and ultr"
Indobit-A-NYT2012_1-500-9.txt,"[""singer"", ""artist"", ""vocalist"", ""musician""]","
 JERUSALEM -- Yaffa Yarkoni, an Israeli singer who became famous for entertaining
 the troops during Israel's wars but later criticized the military and tried to
 forge a legacy as an advocate for peace, died Sunday in Tel Aviv. She was 86.
 Ms. Yarkoni died of pneumonia after a years-long struggle with Alzheimer's
 disease, her daughter Ruth Yarkoni-Suissa told Israel's Army Radio.
 Ms. Yarkoni's career largely echoed Israel's own history, and she became a
 symbol of the generation that built "
Indobit-A-NYT1992_501-1000-372.txt,"[""artist"", ""science fiction writer"", ""novelist"", ""writer""]","
 Michael Talbot, a writer who specialized in paranormal phenomena, died on
 Wednesday at Mount Sinai Hospital. He was 38 years old and lived in Manhattan.
 He died of chronic lymphocystic leukemia, said his mother, Nancy Neve of Grand
 Rapids, Mich.
 Mr. Talbot published several works of nonfiction, including ""Beyond the
 Quantum,"" ""Mysticism and the New Physics"" and ""The Holographic Universe."" Among
 his novels were ""Night Things,"" ""The Bog"" and ""The Delicate Dependency."" He also
 contributed "
Indobit-A-NYT2011 - Oct 1 - Dec 31-78.txt,"[""writer""]","
 Jerzy Bielecki was 19 years old, Roman Catholic and suspected of being a member
 of the Polish resistance when he was arrested by the Nazis in June 1940 and
 transported to Auschwitz, where the number 243 was tattooed on his arm.
 Nearly three years later, Cyla Cybulska, her parents, her two brothers and her
 younger sister were crammed into a train with thousands of other Polish Jews and
 shipped to Auschwitz. Only Cyla -- No. 29558 -- would survive. Because of Mr.
 Bielecki.
 Theirs was a ta"
Indobit-A-NYT2010_501-1000-244.txt,"[""association football player""]","
 George C. Williams, an evolutionary biologist who helped shape modern theories
 of natural selection, died Wednesday at his home in South Setauket on Long
 Island, near Stony Brook University, where he taught for 30 years. He was 83.
 The cause was Parkinson's disease, said his wife, Doris Williams.
 Dr. Williams played a leading role in establishing the now-prevailing, though
 not unanimous, view among evolutionary biologists that natural selection works
 at the level of the gene and the indi"
Indobit-A-NYT1992_1-500-289.txt,"[""printmaker"", ""draughtsperson"", ""designer"", ""engraver"", ""artist"", ""graphic designer"", ""etcher"", ""visual artist"", ""painter""]","
 Joseph L. Fisher, an expert on natural resources and an economist who advised
 two Presidents, served in Congress and was a local and state official in
 Virginia, died on Wednesday at his home in Arlington, Va. He was 78 years old.
 He died of a brain tumor, his family said.
 Dr. Fisher was a senior economist for the Council of Economic Advisers to the
 President for four years under Harry S. Truman and one year under Dwight D.
 Eisenhower.
 For the next 20 years Dr. Fisher worked for Resource"
Indobit-A-NYT2007 - Jan 1 - March 31-283.txt,"[""artist"", ""manager"", ""director""]"," MIAMI, March 21
 Saul Swimmer, who directed the documentary ''The Concert for Bangladesh,''
 showing the 1971 show organized by George Harrison and Ravi Shankar to raise
 money for refugees, died here on March 3. He was 70.
 The cause was heart failure, his sister, Esther Itzkovitz, said. He also had
 kidney trouble, she said.
 ''The Concert for Bangladesh,'' released in 1972, recorded one of the first
 major rock concert benefits, held at Madison Square Garden in New York. It
 featured Mr. Har"
