c,p,r,rev,y
Visteon (VC),-270.0,128.0,16976.0,2006.0
Rite Aid (RAD),302.5,129.0,16816.4,2006.0
Cigna (CI),1625.0,130.0,16684.0,2006.0
U.S. Bancorp (USB),4489.0,131.0,16596.0,2006.0
Tesoro (TSO),507.0,132.0,16473.0,2006.0
Occidental Petroleum (OXY),5281.0,133.0,16286.0,2006.0
Express Scripts (ESRX),400.0,134.0,16266.0,2006.0
Delta Air Lines (DALRQ),-3818.0,135.0,16191.0,2006.0
Manpower (MAN),260.1,136.0,16080.4,2006.0
Staples (SPLS),834.4,137.0,16078.9,2006.0
TJX (TJX),690.4,138.0,16057.9,2006.0
Gap (GPS),1113.0,139.0,16023.0,2006.0
Kimberly-Clark (KMB),1568.3,140.0,15902.6,2006.0
Computer Sciences (CSC),810.2,141.0,15849.1,2006.0
Xerox (XRX),978.0,142.0,15701.0,2006.0
ConAgra Foods (CAG),641.5,143.0,15515.7,2006.0
Exelon (EXC),923.0,144.0,15405.0,2006.0
Loews (LTR),1211.6,145.0,15363.3,2006.0
Anheuser-Busch (BUD),1839.2,146.0,15035.7,2006.0
Pulte Homes (PHM),1491.9,147.0,14895.5,2006.0
Eli Lilly (LLY),1979.6,148.0,14645.3,2006.0
CBS (CBS),-7089.1,149.0,14536.4,2006.0
Humana (HUM),308.5,150.0,14418.1,2006.0
AFLAC (AFL),1483.0,151.0,14363.0,2006.0
Whirlpool (WHR),422.0,152.0,14317.0,2006.0
Progressive (PGR),1393.9,153.0,14303.4,2006.0
Office Depot (ODP),273.8,154.0,14278.9,2006.0
Eastman Kodak (EK),-1362.0,155.0,14268.0,2006.0
Chubb (CB),1825.9,156.0,14082.3,2006.0
Paccar (PCAR),1133.2,157.0,14057.4,2006.0
United States Steel (X),910.0,158.0,14039.0,2006.0
Apple Computer (AAPL),1335.0,159.0,13931.0,2006.0
Qwest Communications (Q),-779.0,160.0,13903.0,2006.0
Lennar (LEN),1355.2,161.0,13870.3,2006.0
D.R. Horton (DHI),1470.5,162.0,13863.7,2006.0
Nike (NKE),1211.6,163.0,13739.7,2006.0
Union Pacific (UNP),1026.0,164.0,13578.0,2006.0
Southern (SO),1591.0,165.0,13554.0,2006.0
Kohl's (KSS),842.0,166.0,13402.2,2006.0
Texas Instruments (TXN),2324.0,167.0,13392.0,2006.0
DIRECTV Group (DTV),335.9,168.0,13164.5,2006.0
Fluor (FLR),227.3,169.0,13161.1,2006.0
Waste Management (WMI),1182.0,170.0,13074.0,2006.0
Burlington No. Santa Fe (BNI),1531.0,171.0,12987.0,2006.0
Huntsman (HUN),-34.6,172.0,12986.0,2006.0
Illinois Tool Works (ITW),1494.9,173.0,12921.8,2006.0
Masco (MAS),940.0,174.0,12884.0,2006.0
Centex (CTX),1011.4,175.0,12859.7,2006.0
ONEOK (OKE),546.5,176.0,12811.4,2006.0
Nucor (NUE),1310.3,177.0,12701.0,2006.0
Public Service Enterprise Group (PEG),661.0,178.0,12661.0,2006.0
TRW Automotive Holdings (TRW),204.0,179.0,12643.0,2006.0
Williams (WMB),313.6,180.0,12583.6,2006.0
Amgen (AMGN),3674.0,181.0,12430.0,2006.0
Northwest Airlines (NWACQ),-2533.0,182.0,12286.0,2006.0
Enterprise Products (EPD),419.5,183.0,12257.0,2006.0
FirstEnergy (FE),861.0,184.0,12195.0,2006.0
American Electric Power (AEP),814.0,185.0,12117.0,2006.0
Marsh & McLennan (MMC),404.0,186.0,12109.0,2006.0
Capital One Financial (COF),1809.1,187.0,12085.0,2006.0
CHS,250.0,188.0,11984.6,2006.0
USAA,1388.4,189.0,11980.4,2006.0
Textron (TXT),203.0,190.0,11979.0,2006.0
Health Net (HNT),229.8,191.0,11940.5,2006.0
Pepsi Bottling (PBG),466.0,192.0,11885.0,2006.0
Murphy Oil (MUR),846.5,193.0,11877.2,2006.0
Edison International (EIX),1137.0,194.0,11852.0,2006.0
FPL Group (FPL),885.0,195.0,11846.0,2006.0
Oracle (ORCL),2886.0,196.0,11799.0,2006.0
Sempra Energy (SRE),920.0,197.0,11737.0,2006.0
Sanmina-SCI (SANM),-1006.0,198.0,11734.7,2006.0
Consolidated Edison (ED),719.0,199.0,11732.0,2006.0
PG&E Corp. (PCG),917.0,200.0,11703.0,2006.0
Navistar International (NAV),294.0,201.0,11696.0,2006.0
Bear Stearns (BSC),1462.2,202.0,11552.4,2006.0
Marriott International (MAR),669.0,203.0,11550.0,2006.0
Colgate-Palmolive (CL),1351.4,204.0,11396.9,2006.0
Smithfield Foods (SFD),296.2,205.0,11354.2,2006.0
General Mills (GIS),1240.0,206.0,11244.0,2006.0
Continental Airlines (CAL),-68.0,207.0,11208.0,2006.0
"Toys ""R"" Us (TOY)",-282.0,208.0,11194.0,2006.0
Arrow Electronics (ARW),253.6,209.0,11164.2,2006.0
Eaton (ETN),805.0,210.0,11115.0,2006.0
Sun Microsystems (SUNW),-107.0,211.0,11070.0,2006.0
Avnet (AVT),168.2,212.0,11066.8,2006.0
National City Corp. (NCC),1985.2,213.0,11036.1,2006.0
United Auto Group (UAG),119.0,214.0,10985.0,2006.0
Aramark (RMK),288.5,215.0,10963.4,2006.0
Dean Foods (DF),327.5,216.0,10900.3,2006.0
SunTrust Banks (STI),1987.2,217.0,10886.4,2006.0
Entergy (ETR),923.8,218.0,10760.6,2006.0
Devon Energy (DVN),2930.0,219.0,10741.0,2006.0
Reliant Energy (RRI),-330.6,220.0,10708.0,2006.0
AES (AES),562.0,221.0,10692.0,2006.0
Progress Energy (PGN),697.0,222.0,10646.0,2006.0
Genworth Financial (GNW),1221.0,223.0,10504.0,2006.0
First Data (FDC),1585.8,224.0,10490.4,2006.0
Omnicom Group (OMC),790.7,225.0,10481.1,2006.0
Circuit City Stores (CC),61.7,226.0,10472.4,2006.0
Solectron (SLR),3.4,227.0,10456.3,2006.0
TXU (TXU),1722.0,228.0,10449.0,2006.0
UnumProvident (UNM),513.6,229.0,10437.2,2006.0
American Standard (ASD),556.3,230.0,10264.4,2006.0
Winn-Dixie Stores (WNDXQ),-832.6,231.0,10209.8,2006.0
PPG Industries (PPG),596.0,232.0,10201.0,2006.0
Kellogg (K),980.4,233.0,10177.2,2006.0
Dana (DCNA),-1379.0,234.0,10092.0,2006.0
Medtronic (MDT),1803.9,235.0,10054.6,2006.0
Tenet Healthcare (THC),-724.0,236.0,10052.0,2006.0
Aon (AOC),737.0,237.0,10030.0,2006.0
Cummins (CMI),550.0,238.0,9918.0,2006.0
Ashland (ASH),2004.0,239.0,9860.0,2006.0
Baxter International (BAX),956.0,240.0,9849.0,2006.0
Viacom (VIAB),1256.9,241.0,9817.6,2006.0
ArvinMeritor (ARM),12.0,242.0,9816.0,2006.0
Kinder Morgan Energy (KMP),812.2,243.0,9787.1,2006.0
CenterPoint Energy (CNP),252.0,244.0,9784.0,2006.0
Genuine Parts (GPC),437.4,245.0,9783.1,2006.0
Limited Brands (LTD),683.3,246.0,9699.0,2006.0
Xcel Energy (XEL),513.0,247.0,9695.3,2006.0
Fidelity National Financial (FNF),964.1,248.0,9668.9,2006.0
EMC (EMC),1133.2,249.0,9664.0,2006.0
Schering-Plough (SGP),269.0,250.0,9508.0,2006.0
Alltel (AT),1331.4,251.0,9487.0,2006.0
Clear Channel Communications (CCU),935.7,252.0,9468.9,2006.0
L-3 Communications (LLL),508.5,253.0,9444.7,2006.0
KB Home (KBH),842.4,254.0,9441.7,2006.0
Lucent Technologies (LU),1185.0,255.0,9441.0,2006.0
Guardian Life of America,443.9,256.0,9377.4,2006.0
Yum Brands (YUM),762.0,257.0,9349.0,2006.0
OfficeMax (OMX),-73.8,258.0,9157.7,2006.0
DTE Energy (DTE),537.0,259.0,9040.0,2006.0
Phelps Dodge (PD),1556.4,260.0,9030.4,2006.0
Principal Financial (PFG),919.0,261.0,9009.9,2006.0
H.J. Heinz (HNZ),752.7,262.0,8912.3,2006.0
YRC Worldwide (YRCW),288.1,263.0,8741.6,2006.0
World Fuel Services (INT),39.6,264.0,8733.9,2006.0
R.R. Donnelley & Sons (RRD),137.1,265.0,8651.4,2006.0
CSX (CSX),1145.0,266.0,8632.0,2006.0
TEPPCO Partners (TPP),162.6,267.0,8618.5,2006.0
Dollar General (DG),350.2,268.0,8582.2,2006.0
TransMontaigne (TMG),55.8,269.0,8549.4,2006.0
Norfolk Southern (NSC),1281.0,270.0,8527.0,2006.0
Automatic Data Proc. (ADP),1055.4,271.0,8499.1,2006.0
Amazon.com (AMZN),359.0,272.0,8490.0,2006.0
Echostar Communications (DISH),1514.5,273.0,8425.5,2006.0
Smurfit-Stone Container (SSCC),-327.0,274.0,8396.0,2006.0
Calpine (CPNL),-841.9,275.0,8384.7,2006.0
Sonic Automotive (SAH),91.9,276.0,8377.6,2006.0
Liberty Media (L),-33.0,277.0,8350.0,2006.0
Bank of New York Co. (BK),1571.0,278.0,8312.0,2006.0
Parker Hannifin (PH),604.7,279.0,8270.6,2006.0
Reynolds American (RAI),1042.0,280.0,8256.0,2006.0
Avon Products (AVP),847.6,281.0,8149.6,2006.0
Air Products & Chem. (APD),711.7,282.0,8143.5,2006.0
Pepco Holdings (POM),371.2,283.0,8065.5,2006.0
First American Corp. (FAF),485.3,284.0,8061.8,2006.0
Science Applications Intl.,917.0,285.0,8022.0,2006.0
Rohm & Haas (ROH),637.0,286.0,7994.0,2006.0
Danaher (DHR),897.8,287.0,7984.7,2006.0
BJ's Wholesale Club (BJ),128.5,288.0,7949.9,2006.0
NiSource (NI),306.5,289.0,7904.2,2006.0
PNC Financial Services Group (PNC),1325.0,290.0,7896.0,2006.0
ITT Industries (ITT),359.5,291.0,7844.7,2006.0
BB&T Corp. (BBT),1653.8,292.0,7831.5,2006.0
Nordstrom (JWN),551.3,293.0,7722.9,2006.0
Dillard's (DDS),121.5,294.0,7708.0,2006.0
KeySpan (KSE),390.2,295.0,7695.8,2006.0
Gannett (GCI),1244.7,296.0,7665.9,2006.0
Praxair (PX),726.0,297.0,7656.0,2006.0
Burlington Resources (BR),2710.0,298.0,7587.0,2006.0
Apache (APA),2623.7,299.0,7584.2,2006.0
Southwest Airlines (LUV),548.0,300.0,7584.0,2006.0
Land O'Lakes,128.9,301.0,7567.4,2006.0
Campbell Soup (CPB),707.0,302.0,7548.0,2006.0
Jabil Circuit (JBL),231.8,303.0,7524.4,2006.0
Northeast Utilities (NU),-253.5,304.0,7513.7,2006.0
Fortune Brands (FO),621.1,305.0,7498.5,2006.0
Assurant (AIZ),479.4,306.0,7497.7,2006.0
State St. Corp. (STT),838.0,307.0,7496.0,2006.0
Fifth Third Bancorp (FITB),1549.0,308.0,7495.0,2006.0
Harrah's Entertainment (HET),236.4,309.0,7411.1,2006.0
Baker Hughes (BHI),878.4,310.0,7218.0,2006.0
Sherwin-Williams (SHW),463.3,311.0,7190.7,2006.0
Owens-Illinois (OI),-558.6,312.0,7189.7,2006.0
IAC/InterActiveCorp (IACI),876.2,313.0,7118.8,2006.0
Anadarko Petroleum (APC),2471.0,314.0,7100.0,2006.0
Eastman Chemical (EMN),557.0,315.0,7059.0,2006.0
Cox Communications,-230.7,316.0,7054.3,2006.0
Applied Materials (AMAT),1209.9,317.0,6991.8,2006.0
WPS Resources (WPS),157.4,318.0,6962.7,2006.0
Agilent Technologies (A),327.0,319.0,6935.0,2006.0
Kerr-McGee (KMG),3211.0,320.0,6921.0,2006.0
Crown Holdings (CCK),-362.0,321.0,6908.0,2006.0
MeadWestvaco (MWV),28.0,322.0,6882.0,2006.0
American Family Ins. Grp.,671.5,323.0,6864.0,2006.0
Ameren (AEE),606.0,324.0,6780.0,2006.0
KeyCorp (KEY),1129.0,325.0,6695.0,2006.0
Golden West Financial (GDW),1486.2,326.0,6662.0,2006.0
Mohawk Industries (MHK),358.2,327.0,6620.1,2006.0
Coventry Health Care (CVH),501.6,328.0,6611.2,2006.0
Commercial Metals (CMC),285.8,329.0,6592.7,2006.0
Black & Decker (BDK),543.9,330.0,6583.8,2006.0
SLM (SLM),1382.3,331.0,6517.5,2006.0
Newell Rubbermaid (NWL),251.3,332.0,6515.4,2006.0
VF (VFC),506.7,333.0,6502.4,2006.0
MGM Mirage (MGM),443.3,334.0,6482.0,2006.0
Enbridge Energy Partners (EEP),89.2,335.0,6476.9,2006.0
Monsanto (MON),255.0,336.0,6439.0,2006.0
Dynegy (DYN),103.0,337.0,6438.0,2006.0
Starbucks (SBUX),494.5,338.0,6369.3,2006.0
Safeco (SAFC),691.1,339.0,6351.1,2006.0
Estee Lauder (EL),406.1,340.0,6336.3,2006.0
Owens Corning (OWENQ),-4099.0,341.0,6323.0,2006.0
Dover (DOV),510.1,342.0,6307.0,2006.0
CDW (CDWC),272.1,343.0,6291.8,2006.0
CMS Energy (CMS),-84.0,344.0,6288.0,2006.0
Federal-Mogul (FDMLQ),-334.2,345.0,6286.0,2006.0
Boston Scientific (BSX),628.0,346.0,6283.0,2006.0
Energy Transfer Partners (ETP),349.4,347.0,6274.3,2006.0
Interpublic Group (IPG),-289.2,348.0,6274.3,2006.0
Performance Food Group (PFGC),247.1,349.0,6232.4,2006.0
PPL (PPL),678.0,350.0,6219.0,2006.0
Autoliv (ALV),292.6,351.0,6204.9,2006.0
Thrivent Financial for Lutherans,565.6,352.0,6189.5,2006.0
Google (GOOG),1465.4,353.0,6138.6,2006.0
Regions Financial (RF),1000.5,354.0,6123.8,2006.0
Terex (TEX),360.9,355.0,6117.0,2006.0
Celanese (CE),277.0,356.0,6070.0,2006.0
NCR (NCR),529.0,357.0,6028.0,2006.0
OGE Energy (OGE),211.0,358.0,6017.5,2006.0
McGraw-Hill (MHP),844.3,359.0,6003.6,2006.0
Starwood Hotels & Rsrts. (HOT),422.0,360.0,5977.0,2006.0
Group 1 Automotive (GPI),54.2,361.0,5969.6,2006.0
Saks (SKS),22.3,362.0,5953.4,2006.0
Brunswick (BC),385.4,363.0,5923.8,2006.0
Asbury Automotive Group (ABG),61.1,364.0,5874.2,2006.0
Dole Food,46.0,365.0,5870.6,2006.0
Blockbuster (BBI),-588.1,366.0,5864.4,2006.0
Advanced Micro Devices (AMD),165.5,367.0,5847.6,2006.0
Freescale Semiconductor (FSL),563.0,368.0,5843.0,2006.0
Family Dollar Stores (FDO),217.5,369.0,5824.8,2006.0
Toll Brothers (TOL),806.1,370.0,5793.4,2006.0
Ryerson (RYI),104.2,371.0,5782.0,2006.0
Unisys (UIS),-1731.9,372.0,5758.7,2006.0
Molson Coors Brewing (TAP),134.9,373.0,5751.6,2006.0
Ball (BLL),261.5,374.0,5751.2,2006.0
Ryder System (R),226.9,375.0,5740.8,2006.0
Allied Waste Industries (AW),203.8,376.0,5734.8,2006.0
Mellon Financial Corp. (MEL),782.0,377.0,5728.0,2006.0
AutoZone (AZO),571.0,378.0,5710.9,2006.0
C.H. Robinson Worldwide (CHRW),203.4,379.0,5688.9,2006.0
Harley-Davidson (HDI),959.6,380.0,5673.8,2006.0
Qualcomm (QCOM),2143.0,381.0,5673.0,2006.0
Pilgrim's Pride (PPC),265.0,382.0,5666.3,2006.0
Foot Locker (FL),264.0,383.0,5653.0,2006.0
CIT Group (CIT),949.1,384.0,5652.6,2006.0
AK Steel Holding (AKS),-2.3,385.0,5647.4,2006.0
Jacobs Engineering Grp. (JEC),151.0,386.0,5635.0,2006.0
BlueLinx Holdings (BXC),44.6,387.0,5622.1,2006.0
Tribune (TRB),534.7,388.0,5595.6,2006.0
Fisher Scientific Intl. (FSH),389.1,389.0,5589.8,2006.0
Smith International (SII),302.3,390.0,5579.0,2006.0
W.W. Grainger (GWW),346.3,391.0,5526.6,2006.0
Quest Diagnostics (DGX),546.3,392.0,5503.7,2006.0
Avery Dennison (AVY),226.4,393.0,5496.3,2006.0
Pitney Bowes (PBI),526.6,394.0,5492.2,2006.0
Brink's (BCO),142.4,395.0,5488.4,2006.0
Lincoln National (LNC),831.1,396.0,5487.9,2006.0
Becton Dickinson (BDX),722.3,397.0,5464.4,2006.0
Cinergy (CIN),489.7,398.0,5463.8,2006.0
AGCO (AG),31.6,399.0,5449.7,2006.0
Hughes Supply (HUG),151.7,400.0,5437.7,2006.0
Hormel Foods (HRL),253.5,401.0,5414.0,2006.0
Goodrich (GR),263.6,402.0,5404.5,2006.0
Hovnanian Enterprises (HOV),471.8,403.0,5348.4,2006.0
Leggett & Platt (LEG),251.3,404.0,5299.3,2006.0
Energy East (EAS),256.8,405.0,5298.5,2006.0
Omnicare (OCR),226.5,406.0,5292.8,2006.0
Kelly Services (KELYA),39.3,407.0,5289.8,2006.0
Liberty Global (LBTYA),-80.1,408.0,5284.7,2006.0
Darden Restaurants (DRI),290.6,409.0,5278.1,2006.0
NVR (NVR),697.6,410.0,5275.1,2006.0
CarMax (KMX),112.9,411.0,5260.3,2006.0
Yahoo (YHOO),1896.2,412.0,5257.7,2006.0
Charter Communications (CHTR),-967.0,413.0,5254.0,2006.0
Cablevision Systems (CVC),94.3,414.0,5224.7,2006.0
Lexmark International (LXK),356.3,415.0,5221.5,2006.0
Mattel (MAT),417.0,416.0,5179.0,2006.0
Timken (TKR),260.3,417.0,5168.4,2006.0
Charles Schwab (SCHW),725.0,418.0,5151.0,2006.0
Bed Bath & Beyond (BBBY),505.0,419.0,5147.7,2006.0
USG (USG),-1436.0,420.0,5139.0,2006.0
Erie Insurance Group,231.1,421.0,5103.7,2006.0
Barnes & Noble (BKS),146.7,422.0,5103.0,2006.0
RadioShack (RSH),267.0,423.0,5081.7,2006.0
US Airways Group (LCC),-537.0,424.0,5077.0,2006.0
Jones Apparel Group (JNY),274.3,425.0,5074.2,2006.0
Auto-Owners Insurance,623.1,426.0,5014.0,2006.0
Rockwell Automation (ROK),540.0,427.0,5003.2,2006.0
W.R. Berkley (BER),544.9,428.0,4996.8,2006.0
Beazer Homes USA (BZH),262.5,429.0,4995.4,2006.0
Atmos Energy (ATO),135.8,430.0,4973.3,2006.0
Ross Stores (ROST),199.6,431.0,4944.2,2006.0
Triad Hospitals (TRI),226.0,432.0,4916.6,2006.0
Temple-Inland (TIN),176.0,433.0,4910.0,2006.0
Avaya (AV),921.0,434.0,4902.0,2006.0
Maytag (MYG),-81.9,435.0,4901.1,2006.0
UGI (UGI),187.5,436.0,4888.7,2006.0
MDC Holdings (MDC),505.7,437.0,4884.2,2006.0
Micron Technology (MU),188.0,438.0,4880.2,2006.0
Stryker (SYK),675.2,439.0,4871.5,2006.0
Liz Claiborne (LIZ),317.4,440.0,4847.8,2006.0
Pacific Life,542.6,441.0,4840.4,2006.0
Hershey (HSY),493.2,442.0,4836.0,2006.0
Owens & Minor (OMI),64.4,443.0,4822.4,2006.0
Ryland Group (RYL),447.1,444.0,4817.6,2006.0
Henry Schein (HSIC),151.3,445.0,4788.7,2006.0
SPX (SPW),1090.0,446.0,4786.8,2006.0
SCANA (SCG),320.0,447.0,4777.0,2006.0
Emcor Group (EME),60.0,448.0,4730.7,2006.0
Whole Foods Market (WFMI),136.4,449.0,4701.3,2006.0
Longs Drug Stores (LDG),73.9,450.0,4670.3,2006.0
Chesapeake Energy (CHK),948.3,451.0,4665.3,2006.0
National Oilwell Varco (NOV),286.9,452.0,4644.5,2006.0
Peabody Energy (BTU),422.7,453.0,4644.5,2006.0
Engelhard (EC),238.2,454.0,4618.1,2006.0
El Paso (EP),-606.0,455.0,4596.0,2006.0
Corning (GLW),585.0,456.0,4579.0,2006.0
Nash Finch (NAFC),41.3,457.0,4555.5,2006.0
eBay (EBAY),1082.0,458.0,4552.4,2006.0
Ecolab (ECL),319.5,459.0,4534.8,2006.0
Clorox (CLX),1096.0,460.0,4475.0,2006.0
Newmont Mining (NEM),322.0,461.0,4474.0,2006.0
Hexion Specialty Chemicals,-87.0,462.0,4470.0,2006.0
Tenneco (TEN),58.0,463.0,4441.0,2006.0
Hilton Hotels (HLT),460.0,464.0,4437.0,2006.0
Big Lots (BLI),-10.1,465.0,4429.9,2006.0
Wesco International (WCC),103.5,466.0,4421.1,2006.0
H&R Block (HRB),635.9,467.0,4420.0,2006.0
United Stationers (USTR),97.5,468.0,4408.5,2006.0
Ikon Office Solutions (IKN),60.7,469.0,4397.9,2006.0
Mosaic (MOS),165.6,470.0,4396.7,2006.0
Affiliated Computer Svcs. (ACS),415.9,471.0,4351.2,2006.0
Conseco (CNO),324.9,472.0,4326.5,2006.0
Western & Southern Financial,264.1,473.0,4313.9,2006.0
Franklin Resources (BEN),1057.6,474.0,4310.1,2006.0
BorgWarner (BWA),239.6,475.0,4293.8,2006.0
Graybar Electric,16.8,476.0,4288.0,2006.0
Advance Auto Parts (AAP),234.7,477.0,4265.0,2006.0
Jefferson-Pilot (JP),578.6,478.0,4219.7,2006.0
Mirant (MIR),-1307.0,479.0,4209.0,2006.0
Freeport-McMoRan Cpr. & Gld (FCX),995.1,480.0,4179.1,2006.0
CNF (CNF),223.0,481.0,4169.6,2006.0
Wm. Wrigley Jr. (WWY),517.3,482.0,4159.3,2006.0
Peter Kiewit Sons',228.0,483.0,4145.0,2006.0
Levi Strauss,155.9,484.0,4125.2,2006.0
Universal Health Svcs. (UHS),240.8,485.0,4101.4,2006.0
Lubrizol (LZ),189.3,486.0,4098.9,2006.0
Constellation Brands (STZ),276.5,487.0,4087.6,2006.0
Fiserv (FISV),516.4,488.0,4085.9,2006.0
Sealed Air (SEE),255.8,489.0,4085.1,2006.0
Borders Group (BGP),101.0,490.0,4079.2,2006.0
Mutual of Omaha Ins.,35.3,491.0,4051.2,2006.0
American Financial Grp. (AFG),206.6,492.0,4038.3,2006.0
Standard Pacific (SPF),441.0,493.0,4011.4,2006.0
ServiceMaster (SVM),198.9,494.0,4004.4,2006.0
SunGard Data Systems,117.0,495.0,4002.0,2006.0
Frontier Oil (FTO),272.5,496.0,4001.2,2006.0
Pathmark Stores (PTMK),-327.1,497.0,3980.5,2006.0
Kindred Healthcare (KND),144.9,498.0,3978.9,2006.0
Marshall & Ilsley Corp. (MI),727.5,499.0,3962.9,2006.0
LandAmerica Financial (LFG),165.6,500.0,3959.6,2006.0
Western Gas Resources (WGR),207.5,501.0,3958.7,2006.0
Host Marriott (HST),166.0,502.0,3942.0,2006.0
URS (URS),82.5,503.0,3917.6,2006.0
Brinker International (EAT),160.2,504.0,3912.9,2006.0
Chiquita Brands Intl. (CQB),131.4,505.0,3904.4,2006.0
Expeditors Intl. of Washington (EXPD),218.6,506.0,3901.8,2006.0
Maxtor (MXO),-43.3,507.0,3890.2,2006.0
Gateway (GTW),6.2,508.0,3854.1,2006.0
Anixter International (AXE),90.0,509.0,3847.4,2006.0
Wisconsin Energy (WEC),308.7,510.0,3836.0,2006.0
Pantry (PTRY),57.8,511.0,3826.9,2006.0
Neiman Marcus (NMGA),248.8,512.0,3821.9,2006.0
Consol Energy (CNX),580.9,513.0,3810.4,2006.0
Old Republic Intl. (ORI),551.4,514.0,3805.9,2006.0
Community Health Sys. (CYH),167.5,515.0,3788.8,2006.0
Wendy's International (WEN),224.1,516.0,3783.1,2006.0
Cincinnati Financial (CINF),602.0,517.0,3767.0,2006.0
PetSmart (PETM),182.5,518.0,3760.5,2006.0
M&T Bank Corp. (MTB),782.2,519.0,3738.4,2006.0
PepsiAmericas (PAS),194.7,520.0,3726.0,2006.0
Level 3 Communications (LVLT),-638.0,521.0,3677.0,2006.0
Michaels Stores (MIK),131.0,522.0,3676.4,2006.0
Laidlaw International (LI),212.4,523.0,3672.7,2006.0
Comerica (CMA),861.0,524.0,3668.0,2006.0
Western Digital (WDC),198.4,525.0,3638.8,2006.0
NTL (NTLID),766.0,526.0,3628.4,2006.0
Health Management Associates (HMA),353.1,527.0,3624.2,2006.0
EOG Resources (EOG),1259.6,528.0,3620.2,2006.0
Outback Steakhouse (OSI),149.6,529.0,3601.7,2006.0
Giant Industries (GI),103.9,530.0,3581.2,2006.0
Sovereign Bancorp (SOV),676.2,531.0,3565.3,2006.0
Armstrong Holdings (ACKHQ),112.1,532.0,3558.4,2006.0
Northern Trust Corp. (NTRS),584.4,533.0,3554.4,2006.0
Washington Post (WPO),314.3,534.0,3553.9,2006.0
Guidant (GDT),413.9,535.0,3550.6,2006.0
Allegheny Technologies (ATI),359.8,536.0,3539.9,2006.0
Williams-Sonoma (WSM),214.9,537.0,3538.9,2006.0
Alberto-Culver (ACV),210.9,538.0,3531.2,2006.0
CA (CA),11.0,539.0,3530.0,2006.0
Sonoco Products (SON),161.9,540.0,3528.6,2006.0
XTO Energy (XTO),1152.0,541.0,3519.0,2006.0
Warner Music Group (WMG),-169.0,542.0,3502.0,2006.0
North Fork Bancorp. (NFB),948.8,543.0,3484.0,2006.0
Bowater (BOW),-120.6,544.0,3483.8,2006.0
Bemis (BMS),162.5,545.0,3474.0,2006.0
MDU Resources Group (MDU),275.1,546.0,3455.4,2006.0
Popular (BPOP),540.7,547.0,3451.1,2006.0
Pactiv (PTV),54.2,548.0,3450.5,2006.0
Alliant Energy (LNT),-7.7,549.0,3445.8,2006.0
Rockwell Collins (COL),396.0,550.0,3445.0,2006.0
Tower Automotive (TWRAQ),-832.1,551.0,3443.5,2006.0
Manor Care (HCR),161.0,552.0,3417.3,2006.0
Synovus Financial Corp. (SNV),516.4,553.0,3414.7,2006.0
AmSouth Bancorp. (ASO),725.7,554.0,3396.3,2006.0
Dollar Tree Stores (DLTR),173.9,555.0,3393.9,2006.0
American Axle & Mfg. (AXL),56.0,556.0,3387.3,2006.0
New York Times (NYT),259.8,557.0,3372.8,2006.0
Stater Bros. Holdings,26.2,558.0,3372.2,2006.0
Reliance Steel & Alum. (RS),205.4,559.0,3370.7,2006.0
Lennox International (LII),150.7,560.0,3366.4,2006.0
Nicor (GAS),136.3,561.0,3357.8,2006.0
Robert Half Intl. (RHI),237.9,562.0,3338.4,2006.0
Laboratory Corp. of America (LH),386.2,563.0,3327.6,2006.0
Shaw Group (SGR),16.4,564.0,3327.2,2006.0
Stanley Works (SWK),269.6,565.0,3324.0,2006.0
Nalco Holding (NLC),47.8,566.0,3312.4,2006.0
Polo Ralph Lauren (RL),190.4,567.0,3305.4,2006.0
Zimmer Holdings (ZMH),732.5,568.0,3286.1,2006.0
Universal (UVV),96.0,569.0,3276.1,2006.0
Insight Enterprises (NSIT),54.7,570.0,3261.2,2006.0
Vulcan Materials (VMC),388.8,571.0,3259.7,2006.0
Allegheny Energy (AYE),63.1,572.0,3256.4,2006.0
BJ Services (BJS),453.0,573.0,3243.2,2006.0
NSTAR (NST),196.1,574.0,3243.1,2006.0
First Horizon National Corp. (FHN),438.0,575.0,3239.9,2006.0
FMC Technologies (FTI),106.1,576.0,3226.7,2006.0
JohnsonDiversey,-166.6,577.0,3216.2,2006.0
Holly (HOC),167.7,578.0,3212.7,2006.0
Precision Castparts (PCP),-1.7,579.0,3212.5,2006.0
Burlington Coat Factory (BCF),105.0,580.0,3211.1,2006.0
Del Monte Foods (DLM),117.9,581.0,3209.0,2006.0
Swift Transportation (SWFT),101.1,582.0,3197.5,2006.0
Simon Property Group (SPG),475.7,583.0,3196.2,2006.0
Bell Microproducts (BELM),0.5,584.0,3193.8,2006.0
Jarden (JAH),60.7,585.0,3189.1,2006.0
Washington Group Intl. (WGII),58.4,586.0,3188.5,2006.0
Equity Office Properties (EOP),42.9,587.0,3162.6,2006.0
Forest Laboratories (FRX),838.8,588.0,3159.6,2006.0
Nacco Industries (NC),62.5,589.0,3157.4,2006.0
FM Global,634.6,590.0,3157.0,2006.0
CH2M Hill,81.6,591.0,3152.2,2006.0
New Jersey Resources (NJR),76.3,592.0,3148.3,2006.0
TECO Energy (TE),274.5,593.0,3129.8,2006.0
Electronic Arts (ERTS),504.0,594.0,3129.0,2006.0
J.B. Hunt Transport Svcs. (JBHT),207.3,595.0,3127.9,2006.0
Torchmark (TMK),495.4,596.0,3125.9,2006.0
